order_id,ts,fill_price,fill_qty,fees,liquidity_flag
strat-TLT-LONG-2021-11-01T20:00:00+00:00,2021-11-02T20:00:00+00:00,146.8061,9,1.3212549,
strat-USO-SHORT-2021-11-01T20:00:00+00:00,2021-11-02T20:00:00+00:00,57.585674999999995,11,0.6334424249999999,
strat-IWM-SHORT-2021-12-01T21:00:00+00:00,2021-12-02T21:00:00+00:00,215.23057500000002,133,28.625666475000003,
strat-USO-SHORT-2021-12-01T21:00:00+00:00,2021-12-02T21:00:00+00:00,48.229125,542,26.14018575,
strat-SPY-SHORT-2022-01-03T21:00:00+00:00,2022-01-04T21:00:00+00:00,477.213975,15,7.1582096250000005,
strat-QQQ-SHORT-2022-01-03T21:00:00+00:00,2022-01-04T21:00:00+00:00,400.77554999999995,18,7.213959899999999,
strat-IWM-LONG-2022-01-03T21:00:00+00:00,2022-01-04T21:00:00+00:00,226.36450000000002,112,25.352824000000002,
strat-TLT-SHORT-2022-01-03T21:00:00+00:00,2022-01-04T21:00:00+00:00,144.3582,38,5.4856116,
strat-GLD-LONG-2022-01-03T21:00:00+00:00,2022-01-04T21:00:00+00:00,168.75082500000002,149,25.143872925000004,
strat-USO-LONG-2022-01-03T21:00:00+00:00,2022-01-04T21:00:00+00:00,55.15755,460,25.372473000000003,
strat-IWM-SHORT-2022-02-01T21:00:00+00:00,2022-02-02T21:00:00+00:00,202.71195,112,22.703738400000002,
strat-TLT-SHORT-2022-02-01T21:00:00+00:00,2022-02-02T21:00:00+00:00,142.1238,174,24.7295412,
strat-GLD-SHORT-2022-02-01T21:00:00+00:00,2022-02-02T21:00:00+00:00,167.57002500000002,149,24.967933725,
strat-USO-LONG-2022-03-01T21:00:00+00:00,2022-03-02T21:00:00+00:00,74.84665,558,41.7644307,
strat-SPY-SHORT-2022-03-01T21:00:00+00:00,2022-03-02T21:00:00+00:00,427.88759999999996,52,22.2501552,
strat-QQQ-SHORT-2022-03-01T21:00:00+00:00,2022-03-02T21:00:00+00:00,340.2672,62,21.0965664,
strat-SPY-LONG-2022-04-01T20:00:00+00:00,2022-04-04T20:00:00+00:00,453.621225,110,49.89833475,
strat-GLD-LONG-2022-04-01T20:00:00+00:00,2022-04-04T20:00:00+00:00,180.79085,278,50.2598563,
strat-USO-SHORT-2022-04-01T20:00:00+00:00,2022-04-04T20:00:00+00:00,74.08432499999999,343,25.410923474999997,
strat-SPY-SHORT-2022-05-02T20:00:00+00:00,2022-05-03T20:00:00+00:00,414.690675,110,45.61597425,
strat-GLD-LONG-2022-06-01T20:00:00+00:00,2022-06-02T20:00:00+00:00,173.061575,158,27.34372885,
strat-USO-LONG-2022-06-01T20:00:00+00:00,2022-06-02T20:00:00+00:00,84.380425,213,17.973030525000002,
strat-GLD-SHORT-2022-07-01T20:00:00+00:00,2022-07-05T20:00:00+00:00,167.889225,436,73.19970210000001,
strat-USO-SHORT-2022-10-03T20:00:00+00:00,2022-10-04T20:00:00+00:00,68.32875,888,60.67593,
strat-SPY-LONG-2022-12-01T21:00:00+00:00,2022-12-02T21:00:00+00:00,408.24807500000003,109,44.499040175000005,
strat-IWM-LONG-2022-12-01T21:00:00+00:00,2022-12-02T21:00:00+00:00,187.24695,237,44.377527150000006,
strat-GLD-LONG-2022-12-01T21:00:00+00:00,2022-12-02T21:00:00+00:00,168.1794,264,44.3993616,
strat-SPY-SHORT-2023-01-03T21:00:00+00:00,2023-01-04T21:00:00+00:00,381.54375,109,41.58826875,
strat-IWM-SHORT-2023-01-03T21:00:00+00:00,2023-01-04T21:00:00+00:00,173.694675,237,41.165637974999996,
strat-SPY-LONG-2023-02-01T21:00:00+00:00,2023-02-02T21:00:00+00:00,414.363325,78,32.32033935,
strat-QQQ-LONG-2023-02-01T21:00:00+00:00,2023-02-02T21:00:00+00:00,306.374025,106,32.47564665,
strat-IWM-LONG-2023-02-01T21:00:00+00:00,2023-02-02T21:00:00+00:00,195.26695,166,32.4143137,
strat-GLD-SHORT-2023-02-01T21:00:00+00:00,2023-02-02T21:00:00+00:00,181.53502500000002,86,15.612012150000002,
strat-IWM-SHORT-2023-03-01T21:00:00+00:00,2023-03-02T21:00:00+00:00,186.801825,2,0.37360365,
strat-GLD-LONG-2023-03-01T21:00:00+00:00,2023-03-02T21:00:00+00:00,170.826,3,0.512478,
strat-QQQ-SHORT-2023-04-03T20:00:00+00:00,2023-04-04T20:00:00+00:00,318.74115,5,1.59370575,
strat-GLD-SHORT-2023-04-03T20:00:00+00:00,2023-04-04T20:00:00+00:00,183.809325,6,1.1028559500000001,
strat-IWM-SHORT-2023-04-03T20:00:00+00:00,2023-04-04T20:00:00+00:00,177.884175,164,29.173004700000003,
strat-SPY-LONG-2023-05-01T20:00:00+00:00,2023-05-02T20:00:00+00:00,416.41845,26,10.8268797,
strat-QQQ-LONG-2023-05-01T20:00:00+00:00,2023-05-02T20:00:00+00:00,323.135825,33,10.663482225,
strat-GLD-LONG-2023-05-01T20:00:00+00:00,2023-05-02T20:00:00+00:00,184.46,60,11.0676,
strat-QQQ-SHORT-2023-06-01T20:00:00+00:00,2023-06-02T20:00:00+00:00,352.127475,9,3.1691472750000003,
strat-SPY-SHORT-2023-07-03T17:00:00+00:00,2023-07-05T20:00:00+00:00,442.07205,27,11.93594535,
strat-QQQ-SHORT-2023-07-03T17:00:00+00:00,2023-07-05T20:00:00+00:00,367.97774999999996,33,12.14326575,
strat-GLD-SHORT-2023-07-03T17:00:00+00:00,2023-07-05T20:00:00+00:00,178.51260000000002,43,7.676041800000001,
strat-SPY-SHORT-2023-08-01T20:00:00+00:00,2023-08-02T20:00:00+00:00,451.58820000000003,16,7.225411200000001,
strat-QQQ-SHORT-2023-08-01T20:00:00+00:00,2023-08-02T20:00:00+00:00,377.244525,19,7.167645975,
strat-IWM-LONG-2023-08-01T20:00:00+00:00,2023-08-02T20:00:00+00:00,195.87847499999998,142,27.814743449999998,
strat-GLD-SHORT-2023-08-01T20:00:00+00:00,2023-08-02T20:00:00+00:00,180.5475,38,6.860805,
strat-USO-LONG-2023-08-01T20:00:00+00:00,2023-08-02T20:00:00+00:00,73.2627,381,27.913088699999996,
strat-GLD-SHORT-2023-09-01T20:00:00+00:00,2023-09-05T20:00:00+00:00,179.0712,1,0.1790712,
strat-USO-SHORT-2023-09-01T20:00:00+00:00,2023-09-05T20:00:00+00:00,76.3686,21,1.6037406,
strat-IWM-SHORT-2023-10-02T20:00:00+00:00,2023-10-03T20:00:00+00:00,173.4852,142,24.634898399999997,
strat-GLD-SHORT-2023-10-02T20:00:00+00:00,2023-10-03T20:00:00+00:00,168.826875,153,25.830511875,
strat-SPY-LONG-2023-11-01T20:00:00+00:00,2023-11-02T20:00:00+00:00,425.00987499999997,16,6.800158,
strat-QQQ-LONG-2023-11-01T20:00:00+00:00,2023-11-02T20:00:00+00:00,359.967675,18,6.47941815,
strat-GLD-LONG-2023-11-01T20:00:00+00:00,2023-11-02T20:00:00+00:00,184.5803,177,32.6707131,
strat-USO-LONG-2023-11-01T20:00:00+00:00,2023-11-02T20:00:00+00:00,75.44815,76,5.7340594000000005,
strat-SPY-SHORT-2023-12-01T21:00:00+00:00,2023-12-04T21:00:00+00:00,457.06447499999996,4,1.8282578999999999,
strat-QQQ-SHORT-2023-12-01T21:00:00+00:00,2023-12-04T21:00:00+00:00,388.12725,5,1.94063625,
strat-GLD-SHORT-2023-12-01T21:00:00+00:00,2023-12-04T21:00:00+00:00,191.46015,1,0.19146015,
strat-USO-SHORT-2023-12-01T21:00:00+00:00,2023-12-04T21:00:00+00:00,68.119275,436,29.7000039,
strat-SPY-SHORT-2024-01-02T21:00:00+00:00,2024-01-03T21:00:00+00:00,470.96962499999995,15,7.064544375,
strat-QQQ-SHORT-2024-01-02T21:00:00+00:00,2024-01-03T21:00:00+00:00,400.47630000000004,18,7.2085734000000015,
strat-IWM-LONG-2024-01-02T21:00:00+00:00,2024-01-03T21:00:00+00:00,199.23685,138,27.4946853,
strat-TLT-LONG-2024-01-02T21:00:00+00:00,2024-01-03T21:00:00+00:00,97.87407499999999,280,27.404740999999998,
strat-GLD-SHORT-2024-01-02T21:00:00+00:00,2024-01-03T21:00:00+00:00,190.44269999999997,32,6.094166399999999,
strat-SPY-SHORT-2024-02-01T21:00:00+00:00,2024-02-02T21:00:00+00:00,490.899675,3,1.4726990249999998,
strat-QQQ-SHORT-2024-02-01T21:00:00+00:00,2024-02-02T21:00:00+00:00,425.4936,4,1.7019744,
strat-SPY-SHORT-2024-03-01T21:00:00+00:00,2024-03-04T21:00:00+00:00,511.45815,1,0.51145815,
strat-QQQ-SHORT-2024-03-01T21:00:00+00:00,2024-03-04T21:00:00+00:00,445.274025,1,0.445274025,
strat-IWM-SHORT-2024-03-01T21:00:00+00:00,2024-03-04T21:00:00+00:00,205.485,2,0.41097000000000006,
strat-GLD-LONG-2024-03-01T21:00:00+00:00,2024-03-04T21:00:00+00:00,193.512575,1,0.193512575,
strat-TLT-SHORT-2024-03-01T21:00:00+00:00,2024-03-04T21:00:00+00:00,93.90465,280,26.293302,
strat-SPY-LONG-2024-04-01T20:00:00+00:00,2024-04-02T20:00:00+00:00,523.04435,1,0.52304435,
strat-QQQ-LONG-2024-04-01T20:00:00+00:00,2024-04-02T20:00:00+00:00,445.54107500000003,2,0.8910821500000001,
strat-IWM-LONG-2024-04-01T20:00:00+00:00,2024-04-02T20:00:00+00:00,209.452325,3,0.6283569750000001,
strat-GLD-SHORT-2024-04-01T20:00:00+00:00,2024-04-02T20:00:00+00:00,208.45755,6,1.2507453000000002,
strat-USO-LONG-2024-04-01T20:00:00+00:00,2024-04-02T20:00:00+00:00,80.70125,364,29.375255000000003,
strat-GLD-SHORT-2024-05-01T20:00:00+00:00,2024-05-02T20:00:00+00:00,213.075975,9,1.917683775,
strat-USO-SHORT-2024-06-03T20:00:00+00:00,2024-06-04T20:00:00+00:00,70.53322499999999,364,25.674093899999995,
strat-SPY-SHORT-2024-07-01T20:00:00+00:00,2024-07-02T20:00:00+00:00,542.18115,2,1.0843623,
strat-QQQ-SHORT-2024-07-01T20:00:00+00:00,2024-07-02T20:00:00+00:00,478.809975,5,2.3940498750000003,
strat-IWM-LONG-2024-07-01T20:00:00+00:00,2024-07-02T20:00:00+00:00,200.6604,5,1.0033020000000001,
strat-GLD-LONG-2024-07-01T20:00:00+00:00,2024-07-02T20:00:00+00:00,216.18912500000002,4,0.8647565,
strat-SPY-SHORT-2024-08-01T20:00:00+00:00,2024-08-02T20:00:00+00:00,537.143775,7,3.7600064250000003,
strat-QQQ-SHORT-2024-08-01T20:00:00+00:00,2024-08-02T20:00:00+00:00,452.12685,6,2.7127611,
strat-IWM-SHORT-2024-08-01T20:00:00+00:00,2024-08-02T20:00:00+00:00,213.913875,29,6.203502375,
strat-TLT-LONG-2024-08-01T20:00:00+00:00,2024-08-02T20:00:00+00:00,96.12972500000001,261,25.089858225000004,
strat-GLD-SHORT-2024-08-01T20:00:00+00:00,2024-08-02T20:00:00+00:00,227.021025,24,5.448504600000001,
strat-USO-LONG-2024-08-01T20:00:00+00:00,2024-08-02T20:00:00+00:00,76.781475,328,25.184323799999998,
strat-USO-SHORT-2024-09-03T20:00:00+00:00,2024-09-04T20:00:00+00:00,69.914775,328,22.932046200000002,
strat-SPY-LONG-2024-10-01T20:00:00+00:00,2024-10-02T20:00:00+00:00,569.3398,7,3.9853786,
strat-QQQ-LONG-2024-10-01T20:00:00+00:00,2024-10-02T20:00:00+00:00,481.751375,8,3.854011,
strat-IWM-LONG-2024-10-01T20:00:00+00:00,2024-10-02T20:00:00+00:00,217.60265,23,5.00486095,
strat-TLT-LONG-2024-10-01T20:00:00+00:00,2024-10-02T20:00:00+00:00,98.455525,44,4.3320431,
strat-GLD-LONG-2024-10-01T20:00:00+00:00,2024-10-02T20:00:00+00:00,245.95335,12,2.9514402,
strat-TLT-SHORT-2024-11-01T20:00:00+00:00,2024-11-04T21:00:00+00:00,91.71015,305,27.971595750000002,
strat-SPY-SHORT-2024-12-02T21:00:00+00:00,2024-12-03T21:00:00+00:00,602.49,2,1.20498,
strat-QQQ-SHORT-2024-12-02T21:00:00+00:00,2024-12-03T21:00:00+00:00,514.021725,2,1.02804345,
strat-IWM-SHORT-2024-12-02T21:00:00+00:00,2024-12-03T21:00:00+00:00,241.18552499999998,11,2.653040775,
strat-GLD-LONG-2024-12-02T21:00:00+00:00,2024-12-03T21:00:00+00:00,244.83055,4,0.9793221999999999,
strat-QQQ-SHORT-2025-01-02T21:00:00+00:00,2025-01-03T21:00:00+00:00,510.650175,1,0.510650175,
strat-IWM-LONG-2025-01-02T21:00:00+00:00,2025-01-03T21:00:00+00:00,222.0738,9,1.9986642000000001,
strat-GLD-SHORT-2025-01-02T21:00:00+00:00,2025-01-03T21:00:00+00:00,244.32765,3,0.7329829500000001,
strat-USO-LONG-2025-01-02T21:00:00+00:00,2025-01-03T21:00:00+00:00,76.961925,392,30.1690746,
strat-IWM-LONG-2025-02-03T21:00:00+00:00,2025-02-04T21:00:00+00:00,223.75799999999998,1,0.22375799999999998,
strat-GLD-SHORT-2025-02-03T21:00:00+00:00,2025-02-04T21:00:00+00:00,259.240275,4,1.0369611,
strat-USO-LONG-2025-02-03T21:00:00+00:00,2025-02-04T21:00:00+00:00,76.6311,10,0.7663110000000001,
strat-IWM-SHORT-2025-03-03T21:00:00+00:00,2025-03-04T21:00:00+00:00,208.1583,137,28.5176871,
strat-USO-SHORT-2025-03-03T21:00:00+00:00,2025-03-04T21:00:00+00:00,72.368625,402,29.09218725,
strat-GLD-LONG-2025-04-01T20:00:00+00:00,2025-04-02T20:00:00+00:00,288.890425,139,40.155769074999995,
strat-SPY-SHORT-2025-04-01T20:00:00+00:00,2025-04-02T20:00:00+00:00,558.1610999999999,51,28.466216099999993,
strat-QQQ-SHORT-2025-04-01T20:00:00+00:00,2025-04-02T20:00:00+00:00,469.72274999999996,59,27.71364225,
strat-SPY-LONG-2025-06-02T20:00:00+00:00,2025-06-03T20:00:00+00:00,591.33465,85,50.263445250000004,
strat-QQQ-LONG-2025-06-02T20:00:00+00:00,2025-06-03T20:00:00+00:00,522.6634,97,50.6983498,
strat-GLD-SHORT-2025-06-02T20:00:00+00:00,2025-06-03T20:00:00+00:00,308.9058,95,29.346051,
strat-SPY-SHORT-2025-07-01T20:00:00+00:00,2025-07-02T20:00:00+00:00,616.824075,34,20.97201855,
