ts,instrument_id,position_value
2020-01-31T21:00:00+00:00,SPY,16417.920000000002
2020-01-31T21:00:00+00:00,QQQ,16870.7
2020-01-31T21:00:00+00:00,IWM,16056.0
2020-01-31T21:00:00+00:00,TLT,17605.5
2020-01-31T21:00:00+00:00,GLD,17216.65
2020-01-31T21:00:00+00:00,USO,14089.83
2020-02-03T21:00:00+00:00,SPY,16504.11
2020-02-03T21:00:00+00:00,QQQ,17040.100000000002
2020-02-03T21:00:00+00:00,IWM,16199.0
2020-02-03T21:00:00+00:00,TLT,17647.85
2020-02-03T21:00:00+00:00,GLD,17090.15
2020-02-03T21:00:00+00:00,USO,13647.49
2020-02-04T21:00:00+00:00,SPY,16772.88
2020-02-04T21:00:00+00:00,QQQ,17511.34
2020-02-04T21:00:00+00:00,IWM,16492.0
2020-02-04T21:00:00+00:00,TLT,17351.4
2020-02-04T21:00:00+00:00,GLD,16823.35
2020-02-05T21:00:00+00:00,SPY,16977.899999999998
2020-02-05T21:00:00+00:00,QQQ,17585.26
2020-02-05T21:00:00+00:00,IWM,16746.0
2020-02-05T21:00:00+00:00,TLT,17186.84
2020-02-05T21:00:00+00:00,GLD,16847.5
2020-02-06T21:00:00+00:00,SPY,17056.95
2020-02-06T21:00:00+00:00,QQQ,17746.19
2020-02-06T21:00:00+00:00,IWM,16718.0
2020-02-06T21:00:00+00:00,TLT,17278.800000000003
2020-02-06T21:00:00+00:00,GLD,16953.3
2020-02-07T21:00:00+00:00,SPY,16918.74
2020-02-07T21:00:00+00:00,QQQ,17625.3
2020-02-07T21:00:00+00:00,IWM,16485.0
2020-02-07T21:00:00+00:00,TLT,17502.65
2020-02-07T21:00:00+00:00,GLD,17002.75
2020-02-10T21:00:00+00:00,SPY,17065.11
2020-02-10T21:00:00+00:00,QQQ,17854.76
2020-02-10T21:00:00+00:00,IWM,16594.0
2020-02-10T21:00:00+00:00,TLT,17495.39
2020-02-10T21:00:00+00:00,GLD,17020.0
2020-02-11T21:00:00+00:00,SPY,17116.62
2020-02-11T21:00:00+00:00,QQQ,17890.18
2020-02-11T21:00:00+00:00,IWM,16691.0
2020-02-11T21:00:00+00:00,TLT,17419.16
2020-02-11T21:00:00+00:00,GLD,16952.149999999998
2020-02-12T21:00:00+00:00,SPY,17143.649999999998
2020-02-12T21:00:00+00:00,QQQ,17961.79
2020-02-12T21:00:00+00:00,IWM,16768.0
2020-02-12T21:00:00+00:00,TLT,17405.85
2020-02-12T21:00:00+00:00,GLD,17002.75
2020-02-13T21:00:00+00:00,SPY,17190.06
2020-02-13T21:00:00+00:00,QQQ,18020.31
2020-02-13T21:00:00+00:00,IWM,16883.0
2020-02-13T21:00:00+00:00,TLT,17431.260000000002
2020-02-13T21:00:00+00:00,GLD,17077.5
2020-02-14T21:00:00+00:00,SPY,17228.31
2020-02-14T21:00:00+00:00,QQQ,18067.28
2020-02-14T21:00:00+00:00,IWM,16788.0
2020-02-14T21:00:00+00:00,TLT,17505.07
2020-02-14T21:00:00+00:00,GLD,17158.0
2020-02-18T21:00:00+00:00,SPY,17207.399999999998
2020-02-18T21:00:00+00:00,QQQ,18121.95
2020-02-18T21:00:00+00:00,IWM,16781.0
2020-02-18T21:00:00+00:00,TLT,17587.35
2020-02-18T21:00:00+00:00,GLD,17331.65
2020-02-19T21:00:00+00:00,SPY,17281.86
2020-02-19T21:00:00+00:00,QQQ,18276.72
2020-02-19T21:00:00+00:00,IWM,16875.0
2020-02-19T21:00:00+00:00,TLT,17576.46
2020-02-19T21:00:00+00:00,GLD,17424.800000000003
2020-02-20T21:00:00+00:00,SPY,17103.36
2020-02-20T21:00:00+00:00,QQQ,17964.100000000002
2020-02-20T21:00:00+00:00,IWM,16806.0
2020-02-20T21:00:00+00:00,TLT,17779.739999999998
2020-02-20T21:00:00+00:00,GLD,17555.899999999998
2020-02-21T21:00:00+00:00,SPY,17005.95
2020-02-21T21:00:00+00:00,QQQ,17720.01
2020-02-21T21:00:00+00:00,IWM,16706.0
2020-02-21T21:00:00+00:00,TLT,17920.1
2020-02-21T21:00:00+00:00,GLD,17820.4
2020-02-24T21:00:00+00:00,SPY,16513.8
2020-02-24T21:00:00+00:00,QQQ,17150.98
2020-02-24T21:00:00+00:00,IWM,16260.0
2020-02-24T21:00:00+00:00,TLT,18162.1
2020-02-24T21:00:00+00:00,GLD,17897.45
2020-02-25T21:00:00+00:00,SPY,16065.0
2020-02-25T21:00:00+00:00,QQQ,16739.03
2020-02-25T21:00:00+00:00,IWM,15759.0
2020-02-25T21:00:00+00:00,TLT,18263.739999999998
2020-02-25T21:00:00+00:00,GLD,17747.95
2020-02-26T21:00:00+00:00,SPY,15824.279999999999
2020-02-26T21:00:00+00:00,QQQ,16571.94
2020-02-26T21:00:00+00:00,IWM,15385.0
2020-02-26T21:00:00+00:00,TLT,18251.64
2020-02-26T21:00:00+00:00,GLD,17799.7
2020-02-27T21:00:00+00:00,SPY,15140.37
2020-02-27T21:00:00+00:00,QQQ,15795.779999999999
2020-02-27T21:00:00+00:00,IWM,14852.000000000002
2020-02-27T21:00:00+00:00,TLT,18404.1
2020-02-27T21:00:00+00:00,GLD,17799.7
2020-02-28T21:00:00+00:00,SPY,15249.0
2020-02-28T21:00:00+00:00,QQQ,16012.15
2020-02-28T21:00:00+00:00,IWM,14853.0
2020-02-28T21:00:00+00:00,TLT,18755.0
2020-02-28T21:00:00+00:00,GLD,17117.75
2020-03-02T21:00:00+00:00,SPY,15723.300000000001
2020-03-02T21:00:00+00:00,QQQ,16628.149999999998
2020-03-02T21:00:00+00:00,IWM,15051.0
2020-03-02T21:00:00+00:00,TLT,18585.6
2020-03-02T21:00:00+00:00,GLD,17229.3
2020-03-03T21:00:00+00:00,SPY,23049.179999999997
2020-03-03T21:00:00+00:00,QQQ,22969.1
2020-03-03T21:00:00+00:00,TLT,24282.3
2020-03-03T21:00:00+00:00,GLD,24630.69
2020-03-04T21:00:00+00:00,SPY,23933.91
2020-03-04T21:00:00+00:00,QQQ,23839.2
2020-03-04T21:00:00+00:00,TLT,23925.800000000003
2020-03-04T21:00:00+00:00,GLD,24501.899999999998
2020-03-05T21:00:00+00:00,SPY,23313.289999999997
2020-03-05T21:00:00+00:00,QQQ,23333.2
2020-03-05T21:00:00+00:00,TLT,24530.3
2020-03-05T21:00:00+00:00,GLD,25052.04
2020-03-06T21:00:00+00:00,SPY,22741.95
2020-03-06T21:00:00+00:00,QQQ,22721.6
2020-03-06T21:00:00+00:00,TLT,25615.3
2020-03-06T21:00:00+00:00,GLD,25072.71
2020-03-09T20:00:00+00:00,SPY,21582.33
2020-03-09T20:00:00+00:00,QQQ,21782.2
2020-03-09T20:00:00+00:00,TLT,26396.5
2020-03-09T20:00:00+00:00,GLD,24883.5
2020-03-10T20:00:00+00:00,SPY,21804.09
2020-03-10T20:00:00+00:00,QQQ,22052.8
2020-03-10T20:00:00+00:00,TLT,25691.25
2020-03-10T20:00:00+00:00,GLD,24718.140000000003
2020-03-11T20:00:00+00:00,SPY,21082.600000000002
2020-03-11T20:00:00+00:00,QQQ,21487.4
2020-03-11T20:00:00+00:00,TLT,24339.65
2020-03-11T20:00:00+00:00,GLD,24589.350000000002
2020-03-12T20:00:00+00:00,SPY,18853.45
2020-03-12T20:00:00+00:00,QQQ,19104.8
2020-03-12T20:00:00+00:00,TLT,24505.5
2020-03-12T20:00:00+00:00,GLD,23587.649999999998
2020-03-13T20:00:00+00:00,SPY,20570.55
2020-03-13T20:00:00+00:00,QQQ,20944.0
2020-03-13T20:00:00+00:00,TLT,23964.550000000003
2020-03-13T20:00:00+00:00,GLD,22991.399999999998
2020-03-16T20:00:00+00:00,SPY,18854.22
2020-03-16T20:00:00+00:00,QQQ,19226.899999999998
2020-03-16T20:00:00+00:00,TLT,25110.0
2020-03-16T20:00:00+00:00,GLD,22511.22
2020-03-17T20:00:00+00:00,SPY,18707.149999999998
2020-03-17T20:00:00+00:00,QQQ,19317.100000000002
2020-03-17T20:00:00+00:00,TLT,23947.5
2020-03-17T20:00:00+00:00,GLD,22997.76
2020-03-18T20:00:00+00:00,SPY,18942.0
2020-03-18T20:00:00+00:00,QQQ,19842.899999999998
2020-03-18T20:00:00+00:00,TLT,22924.5
2020-03-18T20:00:00+00:00,GLD,22414.23
2020-03-19T20:00:00+00:00,SPY,18275.95
2020-03-19T20:00:00+00:00,QQQ,19382.0
2020-03-19T20:00:00+00:00,TLT,22977.2
2020-03-19T20:00:00+00:00,GLD,21984.93
2020-03-20T20:00:00+00:00,SPY,17430.49
2020-03-20T20:00:00+00:00,QQQ,18596.6
2020-03-20T20:00:00+00:00,TLT,24796.899999999998
2020-03-20T20:00:00+00:00,GLD,22568.46
2020-03-23T20:00:00+00:00,SPY,17432.03
2020-03-23T20:00:00+00:00,QQQ,19006.899999999998
2020-03-23T20:00:00+00:00,TLT,25575.0
2020-03-23T20:00:00+00:00,GLD,23466.81
2020-03-24T20:00:00+00:00,SPY,18670.19
2020-03-24T20:00:00+00:00,QQQ,20113.5
2020-03-24T20:00:00+00:00,TLT,25334.75
2020-03-24T20:00:00+00:00,GLD,24563.91
2020-03-25T20:00:00+00:00,SPY,19015.920000000002
2020-03-25T20:00:00+00:00,QQQ,20089.3
2020-03-25T20:00:00+00:00,TLT,25227.8
2020-03-25T20:00:00+00:00,GLD,24048.75
2020-03-26T20:00:00+00:00,SPY,20277.95
2020-03-26T20:00:00+00:00,QQQ,21155.2
2020-03-26T20:00:00+00:00,TLT,25102.25
2020-03-26T20:00:00+00:00,GLD,24295.2
2020-03-27T20:00:00+00:00,SPY,19410.93
2020-03-27T20:00:00+00:00,QQQ,20273.0
2020-03-27T20:00:00+00:00,TLT,26075.649999999998
2020-03-27T20:00:00+00:00,GLD,24334.95
2020-03-30T20:00:00+00:00,SPY,20166.3
2020-03-30T20:00:00+00:00,QQQ,21142.0
2020-03-30T20:00:00+00:00,TLT,25725.35
2020-03-30T20:00:00+00:00,GLD,24252.27
2020-03-31T20:00:00+00:00,SPY,19581.87
2020-03-31T20:00:00+00:00,QQQ,20717.4
2020-03-31T20:00:00+00:00,TLT,25606.0
2020-03-31T20:00:00+00:00,GLD,23517.69
2020-04-01T20:00:00+00:00,SPY,19057.5
2020-04-01T20:00:00+00:00,QQQ,20166.300000000003
2020-04-01T20:00:00+00:00,TLT,26164.0
2020-04-01T20:00:00+00:00,GLD,23838.870000000003
2020-04-02T20:00:00+00:00,TLT,26195.0
2020-04-02T20:00:00+00:00,GLD,24199.8
2020-04-03T20:00:00+00:00,TLT,26117.5
2020-04-03T20:00:00+00:00,GLD,24287.25
2020-04-06T20:00:00+00:00,TLT,25995.050000000003
2020-04-06T20:00:00+00:00,GLD,24996.390000000003
2020-04-07T20:00:00+00:00,TLT,25768.75
2020-04-07T20:00:00+00:00,GLD,24769.02
2020-04-08T20:00:00+00:00,TLT,25649.399999999998
2020-04-08T20:00:00+00:00,GLD,24613.2
2020-04-09T20:00:00+00:00,TLT,25644.75
2020-04-09T20:00:00+00:00,GLD,25325.52
2020-04-13T20:00:00+00:00,TLT,25359.550000000003
2020-04-13T20:00:00+00:00,GLD,25694.399999999998
2020-04-14T20:00:00+00:00,TLT,25404.5
2020-04-14T20:00:00+00:00,GLD,25807.29
2020-04-15T20:00:00+00:00,TLT,26043.100000000002
2020-04-15T20:00:00+00:00,GLD,25705.53
2020-04-16T20:00:00+00:00,TLT,25962.5
2020-04-16T20:00:00+00:00,GLD,25629.21
2020-04-17T20:00:00+00:00,TLT,26019.850000000002
2020-04-17T20:00:00+00:00,GLD,25231.71
2020-04-20T20:00:00+00:00,TLT,26114.399999999998
2020-04-20T20:00:00+00:00,GLD,25298.49
2020-04-21T20:00:00+00:00,TLT,26505.0
2020-04-21T20:00:00+00:00,GLD,25309.620000000003
2020-04-22T20:00:00+00:00,TLT,26303.5
2020-04-22T20:00:00+00:00,GLD,25621.26
2020-04-23T20:00:00+00:00,TLT,26489.5
2020-04-23T20:00:00+00:00,GLD,25837.5
2020-04-24T20:00:00+00:00,TLT,26500.35
2020-04-24T20:00:00+00:00,GLD,25875.66
2020-04-27T20:00:00+00:00,TLT,25940.800000000003
2020-04-27T20:00:00+00:00,GLD,25559.25
2020-04-28T20:00:00+00:00,TLT,26140.75
2020-04-28T20:00:00+00:00,GLD,25525.859999999997
2020-04-29T20:00:00+00:00,TLT,26078.75
2020-04-29T20:00:00+00:00,GLD,25686.45
2020-04-30T20:00:00+00:00,TLT,26009.0
2020-04-30T20:00:00+00:00,GLD,25249.2
2020-05-01T20:00:00+00:00,TLT,26007.449999999997
2020-05-01T20:00:00+00:00,GLD,25424.100000000002
2020-05-04T20:00:00+00:00,TLT,22900.92
2020-05-04T20:00:00+00:00,GLD,23081.76
2020-05-04T20:00:00+00:00,QQQ,23258.88
2020-05-04T20:00:00+00:00,USO,24154.199999999997
2020-05-05T20:00:00+00:00,TLT,22754.33
2020-05-05T20:00:00+00:00,GLD,23097.600000000002
2020-05-05T20:00:00+00:00,QQQ,23608.8
2020-05-05T20:00:00+00:00,USO,27167.399999999998
2020-05-06T20:00:00+00:00,TLT,22440.600000000002
2020-05-06T20:00:00+00:00,GLD,22901.76
2020-05-06T20:00:00+00:00,QQQ,23631.48
2020-05-06T20:00:00+00:00,USO,24992.55
2020-05-07T20:00:00+00:00,TLT,22646.100000000002
2020-05-07T20:00:00+00:00,GLD,23241.600000000002
2020-05-07T20:00:00+00:00,QQQ,24087.24
2020-05-07T20:00:00+00:00,USO,25150.5
2020-05-08T20:00:00+00:00,TLT,22428.27
2020-05-08T20:00:00+00:00,GLD,23047.2
2020-05-08T20:00:00+00:00,QQQ,24346.440000000002
2020-05-08T20:00:00+00:00,USO,26377.65
2020-05-11T20:00:00+00:00,TLT,22303.600000000002
2020-05-11T20:00:00+00:00,GLD,22989.600000000002
2020-05-11T20:00:00+00:00,QQQ,24459.84
2020-05-11T20:00:00+00:00,USO,25758.0
2020-05-12T20:00:00+00:00,TLT,22555.679999999997
2020-05-12T20:00:00+00:00,GLD,23057.28
2020-05-12T20:00:00+00:00,QQQ,23763.24
2020-05-12T20:00:00+00:00,USO,25186.95
2020-05-13T20:00:00+00:00,TLT,22680.350000000002
2020-05-13T20:00:00+00:00,GLD,23271.840000000004
2020-05-13T20:00:00+00:00,QQQ,23756.76
2020-05-13T20:00:00+00:00,USO,25162.65
2020-05-14T20:00:00+00:00,TLT,22935.17
2020-05-14T20:00:00+00:00,GLD,23443.2
2020-05-14T20:00:00+00:00,QQQ,24008.4
2020-05-14T20:00:00+00:00,USO,26183.25
2020-05-15T20:00:00+00:00,TLT,22837.899999999998
2020-05-15T20:00:00+00:00,GLD,23607.36
2020-05-15T20:00:00+00:00,QQQ,24055.920000000002
2020-05-15T20:00:00+00:00,USO,27337.5
2020-05-18T20:00:00+00:00,TLT,22318.67
2020-05-18T20:00:00+00:00,GLD,23483.52
2020-05-18T20:00:00+00:00,QQQ,24634.8
2020-05-18T20:00:00+00:00,USO,30046.95
2020-05-19T20:00:00+00:00,TLT,22426.899999999998
2020-05-19T20:00:00+00:00,GLD,23663.52
2020-05-19T20:00:00+00:00,QQQ,24566.76
2020-05-19T20:00:00+00:00,USO,29488.05
2020-05-20T20:00:00+00:00,TLT,22488.55
2020-05-20T20:00:00+00:00,GLD,23673.600000000002
2020-05-20T20:00:00+00:00,QQQ,25002.0
2020-05-20T20:00:00+00:00,USO,30897.45
2020-05-21T20:00:00+00:00,TLT,22578.97
2020-05-21T20:00:00+00:00,GLD,23366.88
2020-05-21T20:00:00+00:00,QQQ,24794.640000000003
2020-05-21T20:00:00+00:00,USO,32683.5
2020-05-22T20:00:00+00:00,TLT,22673.5
2020-05-22T20:00:00+00:00,GLD,23487.840000000004
2020-05-22T20:00:00+00:00,QQQ,24804.359999999997
2020-05-22T20:00:00+00:00,USO,30496.5
2020-05-26T20:00:00+00:00,TLT,22369.36
2020-05-26T20:00:00+00:00,GLD,23198.399999999998
2020-05-26T20:00:00+00:00,QQQ,24767.640000000003
2020-05-26T20:00:00+00:00,USO,31104.0
2020-05-27T20:00:00+00:00,TLT,22283.05
2020-05-27T20:00:00+00:00,GLD,23169.600000000002
2020-05-27T20:00:00+00:00,QQQ,24886.440000000002
2020-05-27T20:00:00+00:00,USO,29731.05
2020-05-28T20:00:00+00:00,TLT,22270.72
2020-05-28T20:00:00+00:00,GLD,23287.68
2020-05-28T20:00:00+00:00,QQQ,24822.72
2020-05-28T20:00:00+00:00,USO,30460.05
2020-05-29T20:00:00+00:00,TLT,22455.67
2020-05-29T20:00:00+00:00,GLD,23428.8
2020-05-29T20:00:00+00:00,QQQ,25250.4
2020-05-29T20:00:00+00:00,USO,31565.7
2020-06-01T20:00:00+00:00,TLT,22251.539999999997
2020-06-01T20:00:00+00:00,GLD,23578.56
2020-06-01T20:00:00+00:00,QQQ,25209.359999999997
2020-06-01T20:00:00+00:00,USO,31918.05
2020-06-02T20:00:00+00:00,TLT,20491.45
2020-06-02T20:00:00+00:00,GLD,20459.88
2020-06-02T20:00:00+00:00,QQQ,20780.32
2020-06-02T20:00:00+00:00,USO,21610.71
2020-06-03T20:00:00+00:00,TLT,20300.95
2020-06-03T20:00:00+00:00,GLD,20129.76
2020-06-03T20:00:00+00:00,QQQ,20828.72
2020-06-03T20:00:00+00:00,USO,21381.9
2020-06-04T20:00:00+00:00,TLT,19969.48
2020-06-04T20:00:00+00:00,GLD,20293.56
2020-06-04T20:00:00+00:00,QQQ,20663.28
2020-06-04T20:00:00+00:00,USO,21736.95
2020-06-05T20:00:00+00:00,TLT,19787.87
2020-06-05T20:00:00+00:00,GLD,19919.34
2020-06-05T20:00:00+00:00,QQQ,21083.04
2020-06-05T20:00:00+00:00,USO,22975.68
2020-06-08T20:00:00+00:00,TLT,19902.170000000002
2020-06-08T20:00:00+00:00,GLD,20122.199999999997
2020-06-08T20:00:00+00:00,QQQ,21219.44
2020-06-08T20:00:00+00:00,USO,22770.54
2020-06-09T20:00:00+00:00,TLT,20201.89
2020-06-09T20:00:00+00:00,GLD,20287.26
2020-06-09T20:00:00+00:00,QQQ,21456.16
2020-06-09T20:00:00+00:00,USO,22328.7
2020-06-10T20:00:00+00:00,TLT,20485.100000000002
2020-06-10T20:00:00+00:00,GLD,20594.699999999997
2020-06-10T20:00:00+00:00,QQQ,21558.239999999998
2020-06-10T20:00:00+00:00,USO,22320.809999999998
2020-06-11T20:00:00+00:00,TLT,20812.76
2020-06-11T20:00:00+00:00,GLD,20462.4
2020-06-11T20:00:00+00:00,QQQ,20788.239999999998
2020-06-11T20:00:00+00:00,USO,20490.329999999998
2020-06-12T20:00:00+00:00,TLT,20627.34
2020-06-12T20:00:00+00:00,GLD,20475.0
2020-06-12T20:00:00+00:00,QQQ,20746.0
2020-06-12T20:00:00+00:00,USO,20758.59
2020-06-15T20:00:00+00:00,TLT,20574.0
2020-06-15T20:00:00+00:00,GLD,20430.9
2020-06-15T20:00:00+00:00,QQQ,21210.64
2020-06-15T20:00:00+00:00,USO,21389.79
2020-06-16T20:00:00+00:00,TLT,20320.0
2020-06-16T20:00:00+00:00,GLD,20424.6
2020-06-16T20:00:00+00:00,QQQ,21463.2
2020-06-16T20:00:00+00:00,USO,21610.71
2020-06-17T20:00:00+00:00,TLT,20392.39
2020-06-17T20:00:00+00:00,GLD,20512.800000000003
2020-06-17T20:00:00+00:00,QQQ,21401.6
2020-06-17T20:00:00+00:00,USO,21413.46
2020-06-18T20:00:00+00:00,TLT,20584.16
2020-06-18T20:00:00+00:00,GLD,20409.48
2020-06-18T20:00:00+00:00,QQQ,21541.52
2020-06-18T20:00:00+00:00,USO,22265.579999999998
2020-06-19T20:00:00+00:00,TLT,20655.28
2020-06-19T20:00:00+00:00,GLD,20708.1
2020-06-19T20:00:00+00:00,QQQ,21360.239999999998
2020-06-19T20:00:00+00:00,USO,22234.02
2020-06-22T20:00:00+00:00,TLT,20615.91
2020-06-22T20:00:00+00:00,GLD,20795.039999999997
2020-06-22T20:00:00+00:00,QQQ,21792.32
2020-06-22T20:00:00+00:00,USO,23030.91
2020-06-23T20:00:00+00:00,TLT,20571.46
2020-06-23T20:00:00+00:00,GLD,20960.1
2020-06-23T20:00:00+00:00,QQQ,21853.920000000002
2020-06-23T20:00:00+00:00,USO,22581.18
2020-06-24T20:00:00+00:00,TLT,20727.670000000002
2020-06-24T20:00:00+00:00,GLD,20916.0
2020-06-24T20:00:00+00:00,QQQ,21414.8
2020-06-24T20:00:00+00:00,USO,21516.03
2020-06-25T20:00:00+00:00,TLT,20808.95
2020-06-25T20:00:00+00:00,GLD,20897.1
2020-06-25T20:00:00+00:00,QQQ,21692.879999999997
2020-06-25T20:00:00+00:00,USO,22052.55
2020-06-26T20:00:00+00:00,TLT,21074.38
2020-06-26T20:00:00+00:00,GLD,21016.800000000003
2020-06-26T20:00:00+00:00,QQQ,21085.68
2020-06-26T20:00:00+00:00,USO,21531.809999999998
2020-06-29T20:00:00+00:00,TLT,20935.95
2020-06-29T20:00:00+00:00,GLD,21007.98
2020-06-29T20:00:00+00:00,QQQ,21454.4
2020-06-29T20:00:00+00:00,USO,22297.14
2020-06-30T20:00:00+00:00,TLT,20803.87
2020-06-30T20:00:00+00:00,GLD,21131.460000000003
2020-06-30T20:00:00+00:00,QQQ,21748.32
2020-06-30T20:00:00+00:00,USO,22297.14
2020-07-01T20:00:00+00:00,TLT,20751.8
2020-07-01T20:00:00+00:00,GLD,20972.699999999997
2020-07-01T20:00:00+00:00,QQQ,22052.8
2020-07-01T20:00:00+00:00,USO,22289.25
2020-07-02T20:00:00+00:00,TLT,21447.32
2020-07-02T20:00:00+00:00,GLD,21531.39
