instrument_id,side,qty,entry_ts,entry_price,exit_ts,exit_price,realized_pnl,fees,multiplier,is_open
SPY|2026-01-17|C|480|100,LONG,1,2026-01-02T14:31:00+00:00,5.22,2026-01-02T14:33:00+00:00,5.137125,-8.287499999999959,0.0,100.0,false
