ts,equity
2026-01-02T14:31:00+00:00,99995.0
2026-01-02T14:32:00+00:00,99998.0
2026-01-02T14:33:00+00:00,99991.7125
2026-01-02T14:34:00+00:00,99991.7125
2026-01-02T14:35:00+00:00,99991.7125
